"n.beta.lac.plasmid","n.beta.lac.chrom","strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.plasmids","n.beta.lac","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.tot.cen","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","sulfonamide.resistant.sul","TEM.beta.lactamase","ampC.type.beta.lactamase","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","AAC6.Ib.cr","OXA.beta.lactamase","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.207","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","no.x","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","no.y","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes"
0,1,"DA63830","circular",33.9457651396744,96660,22,1,1,0,8,0,8,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,78,0,78,26,0,26,36,0,36,26,0,26,24327,0,24327,45950,0,45950,42429,0,42429,8,0,24327,0,24327,26,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1928,0,3,9,15,0,2,1,1,0,2,0,4,2,9,0,0,1,0,0,0,49,96068,NA
0,3,"DA63832","circular",23.2480265901676,172530,20,3,3,0,93,0,93,26,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,344,0,344,26,0,26,86,0,86,38,0,38,6967,0,6967,159024.5,0,159024.5,87441,0,87441,93,0,6967,0,6967,26,0,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1870,1,0,10,14,20,12,7,0,0,3,0,0,0,14,1,0,0,0,0,0,82,39768,NA
9,-5,"DA63834","linear",9.26077365616754,62174,4,4,4,NA,55,174,229,89,0,89,2,20,22,0,9,9,0,1,1,NA,NA,NA,10,0,588,588,30,37,35,144,1358,1358,0,276,276,348,53483,23748,0,100059,100059,0,17647,17647,55,67,348,25834,4781.5,30,26,26,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,107,0,53543,53543,0,46,46,NA,NA,NA,NA,NA,NA,NA,10,1869,80,18,13,2,0,36,10,0,0,0,8,0,0,16,18,48,0,0,0,0,249,1037,1
0,2,"DA63836","circular",19.5475929700929,85538,0,0,2,0,63,0,63,17,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,210.5,0,210.5,24,0,24,91,0,91,32,0,32,360,0,360,148577,0,148577,31119,0,31119,63,0,360,0,360,24,0,24,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1899,0,0,4,2,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0,35,49271,NA
0,2,"DA63838","circular",26.8518913630677,96538,26,3,2,0,49,0,49,11,11,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,141.5,0,141.5,32,0,32,105,0,105,36,0,36,15477,0,15477,166880,0,166880,42430,0,42430,49,0,15477,0,15477,32,0,32,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1899,1,1,1,7,0,3,23,0,0,2,0,4,2,10,0,0,0,0,0,0,54,60669.5,0
7,-2,"DA63840","linear",32.5812424725504,91513,5,4,5,7,0,139,139,22,0,22,0,5,5,NA,NA,NA,0,2,2,NA,NA,NA,7,0,52,52,0,34,34,0,820,820,0,30,30,0,2149,2149,0,114451,114451,0,22890,22890,0,117,0,17509,17509,0,34,34,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,1080,1080,0,34,34,0,11,0,1080,1080,0,34,34,NA,NA,NA,NA,NA,NA,NA,14,1955,6,1,6,2,0,37,8,3,0,3,0,11,5,14,3,6,0,0,3,0,108,7951,NA
4,0,"DA63842","circular",69.9923556191315,71933,1,1,4,4,17,38,55,20,0,20,1,1,2,NA,NA,NA,1,0,1,NA,NA,NA,8,0,64,64,31,31,31,1786,127,1786,0,44,44,8629,65772,12038,0,138705.5,138705.5,0,31070,31070,0,38,0,65772,65772,0,31,31,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,17,0,8629,0,8629,31,0,31,NA,NA,NA,NA,NA,NA,NA,9,1954,24,17,0,24,0,43,2,0,0,3,0,5,0,25,0,10,0,0,0,0,153,3758,NA
3,-1,"DA63844","circular",118.10674342554,141318,1,1,2,3,0,29,29,16,0,16,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,225,225,0,26,26,0,106,106,0,46,46,0,41181,41181,0,145643,145643,0,31245,31245,0,29,0,41181,41181,0,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1864,5,6,2,1,0,4,6,0,0,1,0,2,1,8,0,0,0,0,0,0,36,16339,NA
0,2,"DA63846","circular",14.3821381659722,102586,35,6,2,0,33,0,33,8,8,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,109,0,109,32,0,32,124,0,124,35,0,35,4006,0,4006,66698,0,66698,31249,0,31249,33,0,4006,0,4006,32,0,32,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1996,8,0,2,15,0,9,2,0,0,18,0,2,3,13,0,0,1,0,0,0,73,16339,0
3,0,"DA63848","circular",33.7860337307697,91031,1,1,3,3,62,50,112,7,0,7,4,22,26,NA,NA,NA,2,0,2,NA,NA,NA,4,0,99,99,33,82.5,37.5,1041,114,1041,0,35,35,3761.5,230,366,0,41187,41187,0,31251,31251,0,50,0,230,230,0,82.5,82.5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,0,3761.5,0,3761.5,33,0,33,NA,NA,NA,NA,NA,NA,NA,11,1766,13,6,3,11,0,17,2,0,1,5,0,20,1,12,0,0,0,0,0,0,91,16341,0
0,3,"DA63850","circular",68.1995533226016,99127,0,0,3,0,97,0,97,33,33,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,424.5,0,424.5,26,0,26,113,0,113,46,0,46,3159,0,3159,175418,0,175418,31206,0,31206,96,0,3325,0,3325,26,0,26,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,834,0,834,21,0,21,NA,NA,NA,NA,NA,NA,NA,10,1914,3,4,2,3,0,4,7,0,2,2,0,11,0,12,0,0,0,0,0,0,50,92659,NA
5,-1,"DA63852","linear",33.3464626346171,101237,21,7,4,NA,0,129,129,44,0,44,0,3,3,0,1,1,0,1,1,0,1,1,5,0,588,588,0,32,32,0,766,766,0,766,766,0,9592,9592,0,116150,116150,0,10127,10127,0,93,0,6955,6955,0,26,26,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,36,0,23851,23851,0,56,56,NA,NA,NA,NA,NA,NA,NA,12,1996,23,3,15,23,0,40,4,0,0,7,3,0,2,16,64,9,0,0,0,0,209,1202,1
1,2,"DA63854","circular",27.7998298650224,76258,21,4,3,1,94,0,94,27,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,356,0,356,26,0,26,86,0,86,38,0,38,7008,0,7008,158958,0,158958,87441,0,87441,94,0,7008,0,7008,26,0,26,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1870,17,0,9,2,0,16,1,0,0,4,1,11,4,14,26,0,0,0,0,0,105,813.5,0
3,-1,"DA63856","circular",47.8576691313177,117202,1,1,2,3,0,91,91,31,0,31,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,405.5,405.5,0,26,26,0,149,149,0,53,53,0,11104,11104,0,175640,175640,0,39021,39021,0,91,0,11104,11104,0,26,26,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1864,4,9,4,4,0,6,4,0,0,1,0,2,1,6,3,3,0,0,0,0,47,2581.5,NA
1,1,"DA63858","circular",40.1101884152307,100316,1,1,2,1,92,0,92,31,31,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11151.5,0,11151.5,175640,0,175640,39021,0,39021,92,0,11151.5,0,11151.5,26,0,26,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1766,3,9,4,16,0,6,4,0,0,1,0,2,1,6,3,3,0,0,0,0,58,2550.5,NA
9,-6,"DA63860","circular",47.7523770175514,125226,0,0,3,NA,0,60,60,21,0,21,0,3,3,0,1,1,0,2,2,0,1,1,9,0,678,678,0,29,29,0,1589,1589,0,737,737,0,1323,1323,0,31404,31404,0,25430,25430,0,11,0,19460,19460,0,25,25,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,49,0,317,317,0,29,29,NA,NA,NA,NA,NA,NA,NA,12,1996,9,10,2,36,1,35,0,3,0,4,7,0,6,13,0,21,0,0,0,0,147,837,NA
15,-9,"DA63862","linear",24.3910543691364,174114,33,7,6,NA,0,64,64,3,0,3,0,15,15,0,1,1,0,4,4,NA,NA,NA,15,0,31,31,0,41,41,0,820,820,0,156,156,0,3762,3762,0,31958,31958,0,26025,26025,0,14,0,2137,2137,0,45,45,2,3,3,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,3762,3762,0,41,41,NA,NA,NA,NA,NA,NA,NA,14,1849,44,1,42,5,0,52,7,3,0,2,5,5,4,22,7,33,0,0,0,0,232,991,NA
2,1,"DA63864","circular",14.3590565206715,65373,2,2,3,2,71,21,92,25,25,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,336,0,336,26,37,29,117,330,330,53,0,53,11376,5354,8660.5,173802,0,173802,31250,0,31250,71,0,11376,0,11376,26,0,26,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,21,0,5354,5354,0,37,37,NA,NA,NA,NA,NA,NA,NA,13,1820,5,8,2,34,0,25,8,0,4,4,4,4,2,13,3,0,0,0,0,0,116,546,NA
3,-1,"DA63866","circular",39.0142878301846,100975,20,4,2,3,0,52,52,8,0,8,0,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,109,109,0,83.5,83.5,0,304,304,0,35,35,0,427,427,0,66641,66641,0,31250,31250,0,52,0,427,427,0,83.5,83.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1855,8,0,2,10,0,32,2,0,0,7,0,2,6,13,0,0,0,0,0,0,82,16339,0
0,2,"DA63868","circular",57.4708932768425,107591,0,0,2,0,23,0,23,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,174,0,174,23,0,23,86,0,86,33,0,33,10036,0,10036,88581,0,88581,37574,0,37574,23,0,10036,0,10036,23,0,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1766,1,5,6,15,0,11,5,2,2,9,0,2,3,6,0,0,0,0,0,0,67,34598.5,0
4,0,"DA63870","circular",11.1581497187803,85908,2,1,4,NA,96,1,97,23,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,100,0,100,26,0,26,84,-Inf,84,38,0,38,4781.5,0,4781.5,152610,0,152610,31121,0,31121,96,0,4781.5,0,4781.5,26,0,26,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,1870,6,0,9,1,0,13,0,0,0,0,3,0,0,13,0,6,0,0,0,0,51,5369.5,NA
6,-2,"DA63872","circular",57.7948825035761,102059,7,3,4,NA,135,72,207,64,32,32,2,15,17,0,7,7,0,3,3,0,2,2,10,273,3545,394,30,35,33,139,1345,1345,41,820,820,17892,8690.5,17420,102865,14191,67587,22790,8685,8685,135,0,17892,0,17892,30,0,30,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,72,0,8690.5,8690.5,0,35,35,NA,NA,NA,NA,NA,NA,NA,13,1997,93,13,1,53,0,70,13,3,0,22,0,7,6,13,3,37,0,0,0,0,334,1666,NA
0,3,"DA63874","circular",39.8662456491829,129412,0,0,3,0,28,0,28,8,8,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,0,65,43.5,0,43.5,235,0,235,29,0,29,23400.5,0,23400.5,109062,0,109062,30986,0,30986,28,0,23400.5,0,23400.5,43.5,0,43.5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1766,2,0,25,7,0,17,1,0,0,3,0,8,4,19,0,0,0,0,0,0,86,2360.5,0
0,2,"DA63876","circular",65.5341123553463,123893,2,1,2,0,26,0,26,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,0,99,30.5,0,30.5,79,0,79,35,0,35,6975,0,6975,41187,0,41187,31251,0,31251,26,0,6975,0,6975,30.5,0,30.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1864,9,4,3,2,0,11,2,0,1,1,0,20,1,12,0,0,0,0,0,0,66,16339,0
0,2,"DA63878","linear",16.9086069199917,84161,0,0,2,0,26,0,26,7,7,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,0,99,30.5,0,30.5,106,0,106,35,0,35,6975,0,6975,41186,0,41186,31250,0,31250,26,0,6975,0,6975,30.5,0,30.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1864,9,7,3,2,0,11,2,0,1,1,0,2,1,12,0,0,0,0,0,0,51,16339,0
3,-2,"DA63880","circular",29.112283238684,90801,1,1,1,NA,10,0,10,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,78,0,78,29,0,29,36,0,36,26,0,26,18552,0,18552,45950,0,45950,42429,0,42429,10,0,18552,0,18552,29,0,29,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1899,64,2,9,50,4,31,1,0,0,17,4,4,2,9,0,20,1,0,0,0,218,812.5,0
2,1,"DA63882","circular",50.7830829705216,73381,1,1,3,2,20,8,28,9,9,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,121,0,121,26.5,48,29.5,99,150,150,36,0,36,36350,136.5,8405.5,111658,0,111658,31239,0,31239,20,0,36350,0,36350,26.5,0,26.5,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,136.5,136.5,0,48,48,NA,NA,NA,NA,NA,NA,NA,14,1897,22,5,6,17,0,42,6,1,2,5,4,0,3,16,4,4,0,0,0,0,137,533.5,0
2,1,"DA63884","circular",52.3174732324866,122898,17,2,3,2,164,10,174,90,86,4,125,0,125,59,0,59,36,0,36,16,0,16,9,11002,101,10796,206,26,206,822,36,822,822,26,822,21751.5,24327,21751.5,35096,45997,35108,12796,42429,12796,0,10,0,24327,24327,0,26,26,1,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,NA,NA,72,0,18916.5,0,18916.5,206,0,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1944,59,25,4,61,0,29,4,0,0,64,0,4,3,12,0,99,1,11,0,0,376,264,NA
4,-1,"DA63886","circular",43.9793006341572,104020,17,4,3,NA,0,13,13,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,20,20,0,76,76,0,86,86,0,20,20,0,168,168,0,84899,84899,0,84899,84899,0,13,0,168,168,0,76,76,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1908,2,0,11,1,0,39,17,3,0,0,0,6,0,14,0,0,0,0,0,0,93,14080,NA
8,-4,"DA63888","circular",16.1514064881256,146492,1,1,4,NA,111,57,168,59,25,34,0,27,27,0,9,9,0,5,5,0,1,1,12,330,3417,515,30,82,36,99,826,826,37,641,641,17814,40577,17905,102667,50186,57273,30928,10010,10010,111,0,17814,0,17814,30,0,30,1,1,3,1,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,57,0,40577,40577,0,82,82,NA,NA,NA,NA,NA,NA,NA,14,1949,87,27,16,3,0,41,17,3,0,22,0,11,5,14,0,66,5,10,0,0,327,750.5,NA
14,-8,"DA63890","linear",26.046004653864,110073,15,9,6,NA,0,197,197,92,0,92,0,50,50,0,31,31,0,5,5,NA,NA,NA,14,0,242,242,0,36,36,0,822,822,0,460,460,0,31648,31648,0,59207.5,59207.5,0,3825,3825,0,105,0,30872,30872,0,29,29,1,1,3,2,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,14,0,34484.5,34484.5,0,22,22,0,78,0,39264,39264,0,153,153,NA,NA,NA,NA,NA,NA,NA,16,1999,73,11,1,35,17,71,38,3,0,65,11,10,1,17,11,110,0,3,0,0,477,985.5,0
6,-2,"DA63892","circular",45.5477888299469,101653,7,3,4,NA,34,12,46,22,18,4,0,9,9,0,4,4,0,5,5,0,3,3,9,64,2977,234.5,31,356.5,35.5,93,925,925,37,925,925,73289,15384.5,31558.5,135264,13882.5,98895,31052,13608,13608,34,0,73289,0,73289,31,0,31,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,15384.5,15384.5,0,356.5,356.5,NA,NA,NA,NA,NA,NA,NA,11,1873,20,23,2,2,0,52,1,3,0,0,0,9,0,15,4,36,0,0,0,0,167,480.5,NA
0,2,"DA63894","circular",71.1126038252112,113090,0,0,2,0,27,0,27,8,8,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,0,98,23,0,23,106,0,106,33,0,33,14660,0,14660,110964,0,110964,37574,0,37574,27,0,14660,0,14660,23,0,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1917,16,11,4,1,0,38,3,2,1,17,0,2,3,6,0,0,0,0,0,0,104,22228.5,0
14,-9,"DA63896","circular",30.6178700192157,109845,6,3,5,NA,11,310,321,30,0,30,7,4,11,NA,NA,NA,2,2,4,NA,NA,NA,16,0,273,273,153,28,28,820,759,820,0,41,41,5146,790.5,873,0,127734.5,127734.5,0,30934,30934,0,104,0,31553,31553,0,31,31,2,1,3,2,2,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,11,0,5146,0,5146,153,0,153,0,206,0,607.5,607.5,0,28,28,NA,NA,NA,NA,NA,NA,NA,14,1877,97,16,0,5,0,16,14,3,0,3,5,11,4,19,3,46,4,0,0,0,246,905.5,NA
0,2,"DA63898","circular",42.5505074816515,105985,3,1,2,0,32,0,32,7,7,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,0,99,33.5,0,33.5,133,0,133,35,0,35,3239,0,3239,41186,0,41186,31250,0,31250,32,0,3239,0,3239,33.5,0,33.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1766,9,7,3,14,0,15,2,0,1,5,0,2,2,12,0,0,0,0,0,0,72,16341,0
12,-8,"DA63900","circular",76.5663503026571,93601,62,8,4,NA,0,96,96,30,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,118,118,0,30,30,0,93,93,0,37,37,0,22686.5,22686.5,0,103383.5,103383.5,0,22790,22790,0,94,0,22686.5,22686.5,0,30,30,2,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,16681.5,16681.5,0,29,29,NA,NA,NA,NA,NA,NA,NA,13,1944,62,17,0,9,0,42,3,3,0,15,0,11,6,22,18,23,1,0,0,0,232,1207.5,0
1,1,"DA63902","circular",62.5077061595488,111141,19,3,2,1,91,0,91,31,31,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11104,0,11104,175657,0,175657,39018,0,39018,91,0,11104,0,11104,26,0,26,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1864,4,8,5,6,3,23,8,0,2,1,3,2,3,6,3,3,0,0,0,0,80,485,NA
0,2,"DA63904","circular",39.8615750250428,101962,0,0,2,0,95,0,95,33,33,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,422.5,0,422.5,26,0,26,113,0,113,42,0,42,3159,0,3159,173834,0,173834,31206,0,31206,95,0,3159,0,3159,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1914,1,1,4,15,0,17,8,0,4,3,0,10,3,12,0,0,0,0,0,0,78,92931,NA
0,3,"DA63906","circular",23.0116056220548,111969,7,2,3,0,24,0,24,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,53,0,53,26.5,0,26.5,93,0,93,41,0,41,54707.5,0,54707.5,101918,0,101918,34082,0,34082,24,0,54707.5,0,54707.5,26.5,0,26.5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1908,18,1,2,4,0,12,5,0,0,25,0,6,6,14,16,0,0,0,0,0,109,83839.5,NA
6,-3,"DA63908","circular",76.849930620788,118949,29,6,3,6,0,109,109,31,0,31,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,174,174,0,27,27,0,139,139,0,37,37,0,31047,31047,0,102772,102772,0,31047,31047,0,109,0,31047,31047,0,27,27,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1829,44,1,1,2,0,44,34,3,0,13,0,11,1,13,7,7,1,0,0,0,182,4343.5,NA
