"strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.beta.lac.4","n.plasmids","n.beta.lac","n.beta.lac.plasmid","n.beta.lac.chrom","min.dist.oriC.chrom","min.dist.oriC.plasmid","min.dist.oriC","med.dist.oriC.chrom","med.dist.oriC.plasmid","med.dist.oriC","n.beta.lac.plus.chrom","n.beta.lac.plus.plasmid","nc.beta.lac.plus.plasmid","n.beta.lac.plus","nc.beta.lac.plus","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.in","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","ampC.type.beta.lactamase","TEM.beta.lactamase","sulfonamide.resistant.sul","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","OXA.beta.lactamase","AAC6.Ib.cr","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH4","DHA.beta.lactamase","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.210","n.TEM.148","n.TEM.37","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","new","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes","resistance"
"DA63830","circular",33.9457651396744,96660,22,"no",1,1,0,1,558020,0,558020,558020,0,558020,1,0,0,1,1,0,8,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,26,0,26,36,0,36,26,0,26,24327,0,24327,45950,0,45950,42429,0,42429,8,0,24327,0,24327,26,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2068,0,3,9,16,0,2,1,1,0,2,0,4,2,9,0,0,1,0,0,0,0,50,0,0,"nonHR"
"DA63832","circular",23.2480265901676,172530,20,"no",3,3,0,3,1528436,0,1528436,3767682,0,3767682,2,0,0,2,2,0,93,0,93,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,344,26,0,26,86,0,86,38,0,38,6967,0,6967,159024.5,0,159024.5,87441,0,87441,93,0,6967,0,6967,26,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4683,1,0,13,14,20,12,8,0,0,3,0,0,0,14,7,0,1,0,0,0,0,93,49874,0,"nonHR"
"DA63834","linear",9.26077365616754,62174,7,"no",4,4,3,1,441007,37752,478759,441007,163733,604740,1,3,3,4,4,3,55,174,229,89,0,89,2,20,22,0,9,9,0,1,1,0,0,0,0,0,588,588,30,37,35,144,1358,1358,0,276,276,348,53483,23748,0,100059,100059,0,17647,17647,55,67,348,25834,4781.5,30,26,26,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,0,53543,53543,0,46,46,0,0,0,0,0,10,2980,80,18,19,2,0,36,10,0,0,0,8,0,0,16,18,48,0,0,0,0,0,255,2306,0,"nonHR"
"DA63836","circular",4.83536449421385,76434,0,"no",0,2,0,2,3620831,0,3620831,3994308,0,3994308,2,0,0,2,2,0,63,0,63,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.5,0,210.5,24,0,24,91,0,91,32,0,32,360,0,360,148577,0,148577,31119,0,31119,63,0,360,0,360,24,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2951,0,0,7,2,0,21,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,45,49271,0,"nonHR"
"DA63838","circular",5.72486874466501,93110,26,"no",3,2,0,2,3571568,0,3571568,3942251,0,3942251,2,0,0,2,2,0,49,0,49,11,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,141.5,0,141.5,32,0,32,105,0,105,36,0,36,15477,0,15477,166880,0,166880,42430,0,42430,49,0,15477,0,15477,32,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4182,1,1,1,7,0,3,29,0,0,2,0,4,2,10,0,0,0,0,0,0,0,60,60669.5,0,"nonHR"
"DA63840","linear",32.5812424725504,91513,5,"yes",4,5,5,0,0,72358,72358,0,423481,423481,0,4,4,4,4,5,0,139,139,22,0,22,0,5,5,0,0,0,0,2,2,0,0,0,0,0,52,52,0,34,34,0,820,820,0,30,30,0,2149,2149,0,114451,114451,0,22890,22890,0,117,0,17509,17509,0,34,34,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,1080,1080,0,34,34,0,11,0,1080,1080,0,34,34,0,0,0,0,0,14,3591,6,1,8,3,0,37,8,3,0,4,0,11,5,18,3,6,0,0,0,3,0,116,7951,0,"nonHR"
"DA63842","circular",14.6871221658787,69366,1,"no",1,4,1,3,1343358,64988,1408346,3531156,64988,3596144,2,1,1,3,3,1,37,44,81,22,20,2,0,2,2,0,1,1,0,2,2,0,1,1,0,53,841,254.5,27,33,32,93,1786,1786,44,821,821,76769,8539,8620,138704,34928.5,136371.5,34076,7109,7109,37,0,76769,0,76769,27,0,27,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,8539,8539,0,33,33,0,0,0,0,0,11,5372,25,25,0,31,0,57,2,0,0,3,0,5,0,27,0,18,5,12,0,0,0,210,4787.5,0,"HR"
"DA63844","circular",118.10674342554,141318,1,"no",1,2,2,0,0,4255016,4255016,0,4585383.5,4585383.5,0,0,0,0,0,2,0,29,29,16,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,225,225,0,26,26,0,106,106,0,46,46,0,41181,41181,0,145643,145643,0,31245,31245,0,29,0,41181,41181,0,26,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2139,5,6,2,5,0,4,6,0,0,1,0,2,1,8,0,0,0,1,0,0,0,41,97634,0,"nonHR"
"DA63846","circular",14.3821381659722,102586,35,"no",6,2,0,2,3516193,0,3516193,3881705,0,3881705,0,0,0,0,0,0,33,0,33,8,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,109,0,109,32,0,32,124,0,124,35,0,35,4006,0,4006,66698,0,66698,31249,0,31249,33,0,4006,0,4006,32,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2555,8,0,2,15,0,11,2,0,0,18,0,2,3,13,0,0,1,0,0,0,0,75,19549,0,"nonHR"
"DA63848","circular",49.9809045412202,91031,1,"no",1,3,1,2,3829689,59616,3889305,4180580.5,59616,4240196.5,2,0,0,2,2,1,40,64,104,13,7,6,12,4,16,0,1,1,0,2,2,0,0,0,0,99,316,178,47.5,35,35,205,1041,1041,35,103,103,319,3761.5,3219,41187,28103,31251,31251,28045,28045,40,0,319,0,319,47.5,0,47.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,3761.5,3761.5,0,35,35,0,0,0,0,0,13,2997,13,8,3,11,0,23,2,1,1,5,0,20,1,16,0,0,0,4,0,0,0,108,7204.5,0,"nonHR"
"DA63852","linear",33.3464626346171,101237,21,"no",7,4,4,0,0,117565,117565,0,1657908,1657908,0,3,3,3,3,4,0,129,129,44,0,44,0,3,3,0,1,1,0,1,1,0,1,1,0,0,588,588,0,32,32,0,766,766,0,766,766,0,9592,9592,0,116150,116150,0,10127,10127,0,93,0,6955,6955,0,26,26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,23851,23851,0,56,56,0,0,0,0,0,12,3235,28,3,19,28,0,45,4,0,0,7,3,0,2,16,66,9,0,0,0,0,0,230,1202,1,"nonHR"
"DA63854","circular",7.27887909697889,76084,21,"no",4,3,0,3,721061,0,721061,2781073,0,2781073,1,0,0,1,1,0,96,0,96,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,26,0,26,86,0,86,38,0,38,6037.5,0,6037.5,158915.5,0,158915.5,31121,0,31121,96,0,6037.5,0,6037.5,26,0,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3235,16,0,12,3,0,13,0,0,0,10,1,14,0,15,31,0,0,0,0,0,0,115,14617.5,0,"nonHR"
"DA63856","circular",47.8576691313177,117202,1,"no",1,2,2,0,0,3499756,3499756,0,3914035,3914035,0,0,0,0,0,2,0,91,91,31,0,31,0,5,5,0,0,0,0,0,0,0,0,0,0,0,405.5,405.5,0,26,26,0,149,149,0,53,53,0,11104,11104,0,175640,175640,0,39021,39021,0,91,0,11104,11104,0,26,26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2139,4,9,4,8,0,6,4,0,0,1,0,2,1,6,3,3,0,0,0,0,0,51,9718,0,"nonHR"
"DA63858","circular",40.1101884152307,100316,1,"no",1,2,0,2,810935,0,810935,1225227,0,1225227,2,0,0,2,2,0,92,0,92,31,31,0,4,0,4,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11151.5,0,11151.5,175640,0,175640,39021,0,39021,92,0,11151.5,0,11151.5,26,0,26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2311,4,9,4,16,0,6,4,0,0,1,0,2,1,6,3,3,0,0,0,0,0,59,9719,0,"nonHR"
"DA63860","circular",47.7523770175514,125226,0,"no",0,3,3,0,0,32541,32541,0,502286,502286,0,1,0,1,0,2,0,60,60,21,0,21,0,3,3,0,1,1,0,2,2,0,1,1,0,0,678,678,0,29,29,0,1589,1589,0,737,737,0,1323,1323,0,31404,31404,0,25430,25430,0,11,0,19460,19460,0,25,25,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,317,317,0,29,29,0,0,0,0,0,14,3623,9,11,5,57,1,36,0,3,0,4,7,0,6,13,0,21,0,14,0,0,7,194,1494,0,"nonHR"
"DA63862","circular",6.27887032713468,101174,31,"yes",5,6,3,3,1846485,7259,1853744,3797503,48183,3845686,1,2,3,3,4,5,14,51,65,8,2,6,0,14,14,0,1,1,0,5,5,0,0,0,0,25.5,141.5,79,45,41,41,84,1009,1009,31,156,156,2137,5086,4441.5,59755,7379,11879.5,31958,2856,2856,14,0,2137,0,2137,45,0,45,3,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,5086,5086,0,41,41,0,0,0,0,0,13,5094,53,1,52,21,0,75,14,3,0,18,17,5,6,22,0,33,0,0,0,0,0,320,991,0,"HR"
"DA63864","circular",14.3590565206715,65373,2,"no",2,3,1,2,3663621,48718,3712339,4097421,48718,4146139,2,0,0,2,2,1,71,21,92,25,25,0,1,3,4,0,0,0,0,0,0,0,0,0,0,336,0,336,26,37,29,117,330,330,53,0,53,11376,5354,8660.5,173802,0,173802,31250,0,31250,71,0,11376,0,11376,26,0,26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5354,5354,0,37,37,0,0,0,0,0,13,3235,8,8,2,37,0,29,8,0,4,4,4,4,2,14,3,0,0,0,0,0,0,127,9814.5,0,"nonHR"
"DA63866","circular",39.0142878301846,100975,20,"no",4,2,2,0,0,1398731,1398731,0,1775198.5,1775198.5,0,0,0,0,0,2,0,52,52,8,0,8,0,24,24,0,0,0,0,0,0,0,0,0,0,0,109,109,0,83.5,83.5,0,304,304,0,35,35,0,427,427,0,66641,66641,0,31250,31250,0,52,0,427,427,0,83.5,83.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2555,8,0,2,10,0,34,2,0,0,7,0,2,7,13,0,0,0,0,0,0,0,85,19549,0,"nonHR"
"DA63868","circular",57.4708932768425,107591,0,"no",0,2,0,2,516630,0,516630,2736470.5,0,2736470.5,2,0,0,2,2,0,23,0,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,174,23,0,23,86,0,86,33,0,33,10036,0,10036,88581,0,88581,37574,0,37574,23,0,10036,0,10036,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3954,1,5,6,21,0,13,5,2,2,11,0,2,3,6,0,0,0,0,0,0,0,77,34598.5,0,"nonHR"
"DA63870","circular",11.1581497187803,85908,1,"yes",1,5,5,0,0,391920,391920,0,1810195,1810195,0,1,1,1,1,5,0,732,732,26,0,26,0,14,14,0,3,3,0,6,6,0,3,3,0,0,474,474,0,26,26,0,3472,3472,0,820,820,0,1142,1142,0,151707.5,151707.5,0,7039,7039,0,120,0,409.5,409.5,0,26,26,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,612,0,1143,1143,0,25,25,0,0,0,0,0,6,2980,22,0,18,12,0,21,0,0,0,0,0,0,0,13,0,55,0,0,0,0,0,141,1276.5,0,"HR"
"DA63872","circular",57.7948825035761,102059,7,"no",3,4,1,3,1066820,57705,1124525,2914348,57705,2972053,1,1,1,2,2,1,135,72,207,64,32,32,2,15,17,0,7,7,0,3,3,0,2,2,0,273,3545,394,30,35,33,139,1345,1345,41,820,820,17892,8690.5,17420,102865,14191,67587,22790,8685,8685,135,0,17892,0,17892,30,0,30,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,0,8690.5,8690.5,0,35,35,0,0,0,0,0,14,4114,94,13,1,53,0,93,13,3,0,22,0,7,6,13,3,37,0,14,0,0,0,372,2916,0,"nonHR"
"DA63874","circular",39.8662456491829,129412,0,"no",0,3,0,3,1921966,0,1921966,3908868,0,3908868,1,0,0,1,1,0,28,0,28,8,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,65,0,65,43.5,0,43.5,235,0,235,29,0,29,23400.5,0,23400.5,109062,0,109062,30986,0,30986,28,0,23400.5,0,23400.5,43.5,0,43.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6283,2,1,30,7,1,21,1,1,0,3,0,8,4,19,0,0,0,0,0,0,0,98,2360.5,0,"nonHR"
"DA63876","circular",13.8698818214772,98411,2,"no",1,2,0,2,1484269,0,1484269,1835100.5,0,1835100.5,2,0,0,2,2,0,25,0,25,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,99,29,0,29,79,0,79,35,0,35,9944,0,9944,41187,0,41187,31251,0,31251,25,0,9944,0,9944,29,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4290,9,4,3,12,0,13,2,0,1,5,0,20,1,12,0,0,0,0,0,0,0,82,19550,0,"nonHR"
"DA63878","linear",16.9086069199917,84161,0,"no",0,2,0,2,2731219,0,2731219,3082002,0,3082002,0,0,0,0,0,0,26,0,26,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,99,0,99,30.5,0,30.5,106,0,106,35,0,35,6975,0,6975,41186,0,41186,31250,0,31250,26,0,6975,0,6975,30.5,0,30.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2555,9,7,3,6,0,13,2,0,1,2,0,2,1,12,0,0,0,0,0,0,0,58,19547,0,"nonHR"
"DA63880","circular",29.112283238684,90801,1,"no",1,1,0,1,3635437,0,3635437,3635437,0,3635437,1,0,0,1,1,0,10,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,29,0,29,36,0,36,26,0,26,18552,0,18552,45950,0,45950,42429,0,42429,10,0,18552,0,18552,29,0,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3235,68,2,9,54,4,41,5,0,0,38,4,4,2,9,0,20,1,0,0,0,0,261,50928,0,"nonHR"
"DA63882","circular",12.2396124118631,65006,1,"no",1,3,1,2,3834850,4925,3839775,4243062.5,4925,4247987.5,2,1,1,3,3,1,20,27,47,18,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,121,438,166,26.5,38,32,99,422,422,36,83,83,33523,12301,12304,111659,27420,29345.5,31239,27389,27389,20,0,33523,0,33523,26.5,0,26.5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,12301,12301,0,38,38,0,0,0,0,0,13,3060,22,5,6,43,0,38,6,2,2,3,0,0,3,16,4,8,0,0,0,0,0,158,5088.5,0,"nonHR"
"DA63884","circular",11.1100122388048,106684,18,"no",2,3,2,1,4016060,71807,4087867,4016060,79513,4095573,0,2,2,2,2,2,10,171,181,54,4,50,0,92,92,0,35,35,0,46,46,0,21,21,0,101,10304.5,9824,26,109,100,36,824,824,26,824,824,24327,18110,18151,45997,42409,44745,42429,5181,5181,10,0,24327,0,24327,26,0,26,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95,0,18172,18172,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4490,68,25,10,49,0,41,15,1,0,69,0,4,4,12,0,99,3,33,11,0,0,444,789.5,0,"HR"
"DA63886","circular",9.85325127357626,104020,18,"no",4,3,0,3,1496921,0,1496921,3730031,0,3730031,2,0,0,2,2,0,13,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,76,0,76,86,0,86,20,0,20,168,0,168,84899,0,84899,84899,0,84899,13,0,168,0,168,76,0,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3274,2,0,15,9,0,48,19,3,0,0,0,6,0,14,0,0,0,0,0,0,0,116,14080,0,"nonHR"
"DA63888","circular",16.1514064881256,146492,1,"no",1,4,1,3,370465,28571,399036,2607811,28571,2636382,1,1,1,2,2,1,111,57,168,59,25,34,0,27,27,0,9,9,0,5,5,0,1,1,0,330,3417,515,30,82,36,99,826,826,37,641,641,17814,40577,17905,102667,50186,57273,30928,10010,10010,111,0,17814,0,17814,30,0,30,3,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,40577,40577,0,82,82,0,0,0,0,0,15,2927,87,27,16,3,0,46,17,3,0,22,0,11,10,14,6,66,5,0,10,0,0,343,991,0,"HR"
"DA63890","circular",6.93663748582208,97732,8,"yes",4,6,1,5,819129,76488,895617,3639857,76488,3716345,4,0,0,4,4,1,117,83,200,66,40,26,1,36,37,0,8,8,0,18,18,0,2,2,0,105,3516,242,27,82,34.5,225,825,825,37,825,825,30872,11609,20437,130589.5,48701,70199.5,22644,5137,5137,105,0,30872,0,30872,29,0,29,3,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,12,0,30016,0,30016,23,0,23,0,83,0,11609,11609,0,82,82,0,0,0,0,0,19,5233,53,11,1,25,18,79,48,3,1,57,11,10,1,17,11,110,5,0,3,11,0,475,1358,0,"HR"
"DA63892","circular",45.5477888299469,101653,7,"no",3,4,1,3,130678,81407,212085,2338690,81407,2420097,1,1,1,2,2,1,34,12,46,22,18,4,0,9,9,0,4,4,0,5,5,0,3,3,0,64,2977,234.5,31,356.5,35.5,93,925,925,37,925,925,73289,15384.5,31558.5,135264,13882.5,98895,31052,13608,13608,34,0,73289,0,73289,31,0,31,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15384.5,15384.5,0,356.5,356.5,0,0,0,0,0,14,3636,20,23,2,2,0,56,1,3,0,0,9,9,0,15,5,36,0,9,0,0,9,199,2794.5,0,"nonHR"
"DA63894","circular",16.2024986260577,96824,4,"no",1,2,0,2,3832119,0,3832119,4194454,0,4194454,2,0,0,2,2,0,27,0,27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,98,23,0,23,86,0,86,33,0,33,14658,0,14658,110964,0,110964,37574,0,37574,27,0,14658,0,14658,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3484,16,16,6,17,0,43,7,2,3,16,0,2,5,6,0,0,4,2,0,0,0,145,21999,0,"nonHR"
"DA63896","circular",30.6178700192157,109845,6,"yes",3,5,4,1,55626,212241,267867,55626,1513315.5,1568941.5,1,3,3,4,4,4,11,310,321,30,0,30,7,4,11,0,0,0,2,2,4,0,0,0,0,0,273,273,153,28,28,820,759,820,0,41,41,5146,790.5,873,0,127734.5,127734.5,0,30934,30934,0,104,0,31553,31553,0,31,31,3,1,2,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,11,0,5146,0,5146,153,0,153,0,206,0,607.5,607.5,0,28,28,0,0,0,0,0,15,5303,104,16,0,11,0,21,14,3,0,8,10,11,4,24,3,46,6,10,0,0,0,291,8551.5,0,"HR"
"DA63898","circular",9.81247286220431,106407,3,"no",1,2,0,2,3727547,0,3727547,4078381,0,4078381,2,0,0,2,2,0,32,0,32,7,7,0,4,0,4,0,0,0,0,0,0,0,0,0,0,99,0,99,33.5,0,33.5,133,0,133,35,0,35,3239,0,3239,41186,0,41186,31250,0,31250,32,0,3239,0,3239,33.5,0,33.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,9,7,3,14,0,15,2,0,1,5,0,2,2,12,0,0,0,0,0,0,0,72,19550,0,"nonHR"
"DA63900","circular",76.5663503026571,93601,62,"no",8,4,4,0,0,39140,39140,0,1074328.5,1074328.5,0,2,2,2,2,5,0,96,96,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,30,30,0,93,93,0,37,37,0,22686.5,22686.5,0,103383.5,103383.5,0,22790,22790,0,94,0,22686.5,22686.5,0,30,30,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16681.5,16681.5,0,29,29,0,0,0,0,0,13,3186,65,20,0,20,0,42,3,3,0,17,0,11,6,22,18,23,2,0,0,0,0,252,7928.5,0,"nonHR"
"DA63902","circular",15.1138423220988,111141,20,"no",3,2,0,2,3851161,0,3851161,4214244,0,4214244,2,0,0,2,2,0,87,0,87,31,31,0,3,0,3,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,0,26,112,0,112,53,0,53,11330,0,11330,175656,0,175656,39018,0,39018,87,0,11330,0,11330,26,0,26,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2424,4,8,5,21,0,30,5,0,2,3,3,2,3,6,3,3,0,0,0,0,0,98,9718,0,"nonHR"
"DA63904","circular",39.8615750250428,101962,0,"no",0,2,0,2,2959976,0,2959976,3341642.5,0,3341642.5,2,0,0,2,2,0,95,0,95,33,33,0,3,0,3,0,0,0,0,0,0,0,0,0,0,422.5,0,422.5,26,0,26,113,0,113,42,0,42,3159,0,3159,173834,0,173834,31206,0,31206,95,0,3159,0,3159,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2637,1,1,4,18,0,17,8,0,4,3,0,10,3,12,0,0,0,0,0,0,0,81,92931,0,"nonHR"
